     9     13 +2.792890e+02 +2.376705e+02 +1.994080e+02 +1.645014e+02 +1.329509e+02 +1.047564e+02 +7.991786e+01 +5.843535e+01 +4.030884e+01 +2.553834e+01 +1.412384e+01 +6.065347e+00 +1.362858e+00 +1.637429e-02 +2.025895e+00 +7.391420e+00 +1.611295e+01 +2.819049e+01 +4.362403e+01 +6.241357e+01 +8.455912e+01 +1.100607e+02 +1.389182e+02 +1.711318e+02 +2.067014e+02 +2.456269e+02 +2.879085e+02 +3.335461e+02 +3.825397e+02 +4.348893e+02 
     9     13 +2.788108e+02 +2.372293e+02 +1.990039e+02 +1.641344e+02 +1.326210e+02 +1.044635e+02 +7.966212e+01 +5.821669e+01 +4.012727e+01 +2.539386e+01 +1.401645e+01 +5.995040e+00 +1.329639e+00 +2.024289e-02 +2.066851e+00 +7.469465e+00 +1.622808e+01 +2.834271e+01 +4.381333e+01 +6.263997e+01 +8.482260e+01 +1.103612e+02 +1.392559e+02 +1.715065e+02 +2.071132e+02 +2.460759e+02 +2.883945e+02 +3.340692e+02 +3.830999e+02 +4.354865e+02 
     9     13 +2.825235e+02 +2.406550e+02 +2.021424e+02 +1.669859e+02 +1.351854e+02 +1.067409e+02 +8.165239e+01 +5.991989e+01 +4.154340e+01 +2.652291e+01 +1.485842e+01 +6.549939e+00 +1.597462e+00 +9.903472e-04 +1.760523e+00 +6.876061e+00 +1.534760e+01 +2.717515e+01 +4.235870e+01 +6.089826e+01 +8.279382e+01 +1.080454e+02 +1.366530e+02 +1.686165e+02 +2.039361e+02 +2.426117e+02 +2.846433e+02 +3.300309e+02 +3.787745e+02 +4.308741e+02 
     8     13 +2.593365e+02 +2.192932e+02 +1.826058e+02 +1.492745e+02 +1.192992e+02 +9.267991e+01 +6.941662e+01 +4.950932e+01 +3.295803e+01 +1.976275e+01 +9.923471e+00 +3.440197e+00 +3.129278e-01 +5.416633e-01 +4.126403e+00 +1.106715e+01 +2.136390e+01 +3.501665e+01 +5.202541e+01 +7.239018e+01 +9.611094e+01 +1.231877e+02 +1.536205e+02 +1.874093e+02 +2.245541e+02 +2.650549e+02 +3.089117e+02 +3.561245e+02 +4.066933e+02 +4.606181e+02 
     8     13 +2.209225e+02 +1.840929e+02 +1.506193e+02 +1.205018e+02 +9.374019e+01 +7.033463e+01 +5.028508e+01 +3.359153e+01 +2.025398e+01 +1.027244e+01 +3.646908e+00 +3.773775e-01 +4.638518e-01 +3.906331e+00 +1.070481e+01 +2.085930e+01 +3.436980e+01 +5.123629e+01 +7.145880e+01 +9.503730e+01 +1.219718e+02 +1.522623e+02 +1.859089e+02 +2.229114e+02 +2.632699e+02 +3.069845e+02 +3.540550e+02 +4.044815e+02 +4.582641e+02 +5.154026e+02 
     8     13 +2.603183e+02 +2.201960e+02 +1.834298e+02 +1.500196e+02 +1.199654e+02 +9.326720e+01 +6.992500e+01 +4.993881e+01 +3.330863e+01 +2.003444e+01 +1.011627e+01 +3.554095e+00 +3.479270e-01 +4.977641e-01 +4.003606e+00 +1.086545e+01 +2.108330e+01 +3.465716e+01 +5.158702e+01 +7.187289e+01 +9.551476e+01 +1.225126e+02 +1.528665e+02 +1.865764e+02 +2.236423e+02 +2.640642e+02 +3.078421e+02 +3.549760e+02 +4.054659e+02 +4.593118e+02 
     8     13 +2.632394e+02 +2.228833e+02 +1.858832e+02 +1.522391e+02 +1.219510e+02 +9.501897e+01 +7.144290e+01 +5.122283e+01 +3.435877e+01 +2.085071e+01 +1.069866e+01 +3.902614e+00 +4.625716e-01 +3.785340e-01 +3.650501e+00 +1.027847e+01 +2.026245e+01 +3.360243e+01 +5.029842e+01 +7.035041e+01 +9.375840e+01 +1.205224e+02 +1.506424e+02 +1.841184e+02 +2.209504e+02 +2.611385e+02 +3.046825e+02 +3.515825e+02 +4.018385e+02 +4.554506e+02 
     9     13 +2.953053e+02 +2.524626e+02 +2.129759e+02 +1.768452e+02 +1.440706e+02 +1.146519e+02 +8.858923e+01 +6.588257e+01 +4.653191e+01 +3.053726e+01 +1.789862e+01 +8.615977e+00 +2.689341e+00 +1.187104e-01 +9.040845e-01 +5.045463e+00 +1.254285e+01 +2.339624e+01 +3.760563e+01 +5.517103e+01 +7.609243e+01 +1.003698e+02 +1.280032e+02 +1.589927e+02 +1.933381e+02 +2.310395e+02 +2.720969e+02 +3.165104e+02 +3.642798e+02 +4.154053e+02 
     9     13 +2.753842e+02 +2.340694e+02 +1.961106e+02 +1.615078e+02 +1.302610e+02 +1.023702e+02 +7.783545e+01 +5.665667e+01 +3.883390e+01 +2.436714e+01 +1.325638e+01 +5.501621e+00 +1.102870e+00 +6.012361e-02 +2.373382e+00 +8.042645e+00 +1.706791e+01 +2.944919e+01 +4.518646e+01 +6.427975e+01 +8.672903e+01 +1.125343e+02 +1.416956e+02 +1.742129e+02 +2.100862e+02 +2.493155e+02 +2.919009e+02 +3.378422e+02 +3.871395e+02 +4.397928e+02 
     8     13 +2.610141e+02 +2.208360e+02 +1.840140e+02 +1.505479e+02 +1.204379e+02 +9.368389e+01 +7.028586e+01 +5.024384e+01 +3.355783e+01 +2.022782e+01 +1.025381e+01 +3.635809e+00 +3.738130e-01 +4.678216e-01 +3.917835e+00 +1.072385e+01 +2.088588e+01 +3.440390e+01 +5.127794e+01 +7.150797e+01 +9.509402e+01 +1.220361e+02 +1.523341e+02 +1.859882e+02 +2.229982e+02 +2.633643e+02 +3.070864e+02 +3.541644e+02 +4.045985e+02 +4.583886e+02 
