#pos, discpos, thermindex, ukln
0.916252      6     10 +1.484447e+02 +1.185575e+02 +9.202628e+01 +6.885109e+01 +4.903190e+01 +3.256872e+01 +1.946154e+01 +9.710367e+00 +3.315199e+00 +2.760363e-01 +5.928781e-01 +4.265725e+00 +1.129458e+01 +2.167943e+01 +3.542029e+01 +5.251716e+01 +7.297003e+01 +9.677890e+01 +1.239438e+02 +1.544647e+02 +1.883416e+02 +2.255745e+02 +2.661634e+02 +3.101083e+02 +3.574092e+02 +4.080661e+02 +4.620790e+02 +5.194479e+02 +5.801728e+02 +6.442538e+02 
1.015966      6     10 +1.651917e+02 +1.335715e+02 +1.053074e+02 +8.039922e+01 +5.884706e+01 +4.065091e+01 +2.581076e+01 +1.432662e+01 +6.198480e+00 +1.426346e+00 +1.021715e-02 +1.950093e+00 +7.245973e+00 +1.589786e+01 +2.790575e+01 +4.326964e+01 +6.198954e+01 +8.406545e+01 +1.094974e+02 +1.382853e+02 +1.704292e+02 +2.059291e+02 +2.447850e+02 +2.869970e+02 +3.325649e+02 +3.814889e+02 +4.337688e+02 +4.894048e+02 +5.483967e+02 +6.107447e+02 
0.840538      6     10 +1.363262e+02 +1.077549e+02 +8.253953e+01 +6.068020e+01 +4.217687e+01 +2.702955e+01 +1.523823e+01 +6.802918e+00 +1.723610e+00 +3.057554e-04 +1.633007e+00 +6.621712e+00 +1.496642e+01 +2.666714e+01 +4.172386e+01 +6.013658e+01 +8.190531e+01 +1.070300e+02 +1.355108e+02 +1.673475e+02 +2.025403e+02 +2.410890e+02 +2.829938e+02 +3.282545e+02 +3.768713e+02 +4.288441e+02 +4.841729e+02 +5.428576e+02 +6.048984e+02 +6.702952e+02 
0.734554      5     10 +1.202295e+02 +9.350007e+01 +7.012666e+01 +5.010925e+01 +3.344785e+01 +2.014245e+01 +1.019306e+01 +3.599670e+00 +3.622864e-01 +4.809075e-01 +3.955533e+00 +1.078616e+01 +2.097280e+01 +3.451544e+01 +5.141408e+01 +7.166873e+01 +9.527939e+01 +1.222460e+02 +1.525687e+02 +1.862474e+02 +2.232821e+02 +2.636727e+02 +3.074194e+02 +3.545221e+02 +4.049808e+02 +4.587955e+02 +5.159662e+02 +5.764929e+02 +6.403756e+02 +7.076143e+02 
0.980130      6     10 +1.590699e+02 +1.280726e+02 +1.004312e+02 +7.614589e+01 +5.521655e+01 +3.764321e+01 +2.342588e+01 +1.256456e+01 +5.059236e+00 +9.099199e-01 +1.166086e-01 +2.679302e+00 +8.598000e+00 +1.787270e+01 +3.050341e+01 +4.649012e+01 +6.583284e+01 +8.853156e+01 +1.145863e+02 +1.439970e+02 +1.767638e+02 +2.128865e+02 +2.523652e+02 +2.952000e+02 +3.413908e+02 +3.909375e+02 +4.438403e+02 +5.000990e+02 +5.597138e+02 +6.226846e+02 
0.943830      6     10 +1.529868e+02 +1.226203e+02 +9.560987e+01 +7.195539e+01 +5.165692e+01 +3.471446e+01 +2.112800e+01 +1.089755e+01 +4.023097e+00 +5.046520e-01 +3.422118e-01 +3.535776e+00 +1.008535e+01 +1.999092e+01 +3.325250e+01 +4.987008e+01 +6.984367e+01 +9.317326e+01 +1.198589e+02 +1.499005e+02 +1.832981e+02 +2.200517e+02 +2.601613e+02 +3.036269e+02 +3.504485e+02 +4.006262e+02 +4.541598e+02 +5.110495e+02 +5.712951e+02 +6.348968e+02 
0.791895      5     10 +1.288128e+02 +1.010869e+02 +7.671691e+01 +5.570296e+01 +3.804502e+01 +2.374308e+01 +1.279714e+01 +5.207215e+00 +9.732906e-01 +9.537127e-02 +2.573457e+00 +8.407547e+00 +1.759764e+01 +3.014374e+01 +4.604585e+01 +6.530396e+01 +8.791807e+01 +1.138882e+02 +1.432143e+02 +1.758964e+02 +2.119346e+02 +2.513287e+02 +2.940789e+02 +3.401850e+02 +3.896472e+02 +4.424653e+02 +4.986395e+02 +5.581696e+02 +6.210558e+02 +6.872980e+02 
0.890025      6     10 +1.441885e+02 +1.147571e+02 +8.868172e+01 +6.596233e+01 +4.659895e+01 +3.059158e+01 +1.794020e+01 +8.644838e+00 +2.705476e+00 +1.221194e-01 +8.947673e-01 +5.023420e+00 +1.250808e+01 +2.334874e+01 +3.754541e+01 +5.509808e+01 +7.600675e+01 +1.002714e+02 +1.278921e+02 +1.588688e+02 +1.932015e+02 +2.308902e+02 +2.719349e+02 +3.163356e+02 +3.640923e+02 +4.152051e+02 +4.696738e+02 +5.274985e+02 +5.886792e+02 +6.532160e+02 
0.851981      6     10 +1.381246e+02 +1.093544e+02 +8.394019e+01 +6.188199e+01 +4.317979e+01 +2.783360e+01 +1.584341e+01 +7.209233e+00 +1.931055e+00 +8.882462e-03 +1.442714e+00 +6.232551e+00 +1.437839e+01 +2.588024e+01 +4.073809e+01 +5.895195e+01 +8.052181e+01 +1.054477e+02 +1.337295e+02 +1.653674e+02 +2.003613e+02 +2.387112e+02 +2.804171e+02 +3.254790e+02 +3.738969e+02 +4.256708e+02 +4.808007e+02 +5.392866e+02 +6.011285e+02 +6.663264e+02 
0.798761      5     10 +1.298606e+02 +1.020153e+02 +7.752597e+01 +5.639268e+01 +3.861540e+01 +2.419412e+01 +1.312884e+01 +5.419570e+00 +1.066303e+00 +6.904161e-02 +2.427785e+00 +8.142533e+00 +1.721329e+01 +2.964004e+01 +4.542280e+01 +6.456157e+01 +8.705634e+01 +1.129071e+02 +1.421139e+02 +1.746767e+02 +2.105955e+02 +2.498703e+02 +2.925011e+02 +3.384879e+02 +3.878307e+02 +4.405295e+02 +4.965843e+02 +5.559951e+02 +6.187620e+02 +6.848848e+02 
