    15     21 +7.209017e+02 +6.530190e+02 +5.884922e+02 +5.273215e+02 +4.695067e+02 +4.150480e+02 +3.639453e+02 +3.161985e+02 +2.718078e+02 +2.307731e+02 +1.930944e+02 +1.587717e+02 +1.278050e+02 +1.001943e+02 +7.593957e+01 +5.504088e+01 +3.749819e+01 +2.331151e+01 +1.248083e+01 +5.006158e+00 +8.874907e-01 +1.248280e-01 +2.718170e+00 +8.667517e+00 +1.797287e+01 +3.063422e+01 +4.665159e+01 +6.602495e+01 +8.875432e+01 +1.148397e+02 
    15     21 +7.301468e+02 +6.618194e+02 +5.968480e+02 +5.352327e+02 +4.769733e+02 +4.220700e+02 +3.705226e+02 +3.223313e+02 +2.774959e+02 +2.360166e+02 +1.978933e+02 +1.631260e+02 +1.317146e+02 +1.036593e+02 +7.896003e+01 +5.761673e+01 +3.962943e+01 +2.499814e+01 +1.372285e+01 +5.803566e+00 +1.240287e+00 +3.301328e-02 +2.181744e+00 +7.686480e+00 +1.654722e+01 +2.876397e+01 +4.433672e+01 +6.326547e+01 +8.555023e+01 +1.111910e+02 
    15     21 +7.429168e+02 +6.739799e+02 +6.083990e+02 +5.461741e+02 +4.873052e+02 +4.317924e+02 +3.796355e+02 +3.308346e+02 +2.853897e+02 +2.433009e+02 +2.045680e+02 +1.691912e+02 +1.371703e+02 +1.085055e+02 +8.319662e+01 +6.124379e+01 +4.264695e+01 +2.740613e+01 +1.552131e+01 +6.992490e+00 +1.819678e+00 +2.870494e-03 +1.542068e+00 +6.437270e+00 +1.468848e+01 +2.629569e+01 +4.125891e+01 +5.957813e+01 +8.125335e+01 +1.062846e+02 
    16     21 +7.898117e+02 +7.186802e+02 +6.509047e+02 +5.864852e+02 +5.254217e+02 +4.677142e+02 +4.133628e+02 +3.623673e+02 +3.147278e+02 +2.704444e+02 +2.295169e+02 +1.919455e+02 +1.577300e+02 +1.268706e+02 +9.936712e+01 +7.521969e+01 +5.442826e+01 +3.699284e+01 +2.291342e+01 +1.219001e+01 +4.822601e+00 +8.111971e-01 +1.557979e-01 +2.856404e+00 +8.913014e+00 +1.832563e+01 +3.109425e+01 +4.721887e+01 +6.669950e+01 +8.953614e+01 
    16     21 +7.820313e+02 +7.112593e+02 +6.438434e+02 +5.797834e+02 +5.190794e+02 +4.617314e+02 +4.077395e+02 +3.571035e+02 +3.098235e+02 +2.658996e+02 +2.253316e+02 +1.881197e+02 +1.542637e+02 +1.237638e+02 +9.661987e+01 +7.283195e+01 +5.240003e+01 +3.532411e+01 +2.160420e+01 +1.124029e+01 +4.232389e+00 +5.804911e-01 +2.845984e-01 +3.344710e+00 +9.760827e+00 +1.953295e+01 +3.266108e+01 +4.914521e+01 +6.898534e+01 +9.218148e+01 
    15     21 +7.639525e+02 +6.940229e+02 +6.274492e+02 +5.642316e+02 +5.043699e+02 +4.478643e+02 +3.947147e+02 +3.449210e+02 +2.984834e+02 +2.554018e+02 +2.156762e+02 +1.793066e+02 +1.462930e+02 +1.166354e+02 +9.033378e+01 +6.738819e+01 +4.779861e+01 +3.156503e+01 +1.868746e+01 +9.165889e+00 +3.000325e+00 +1.907656e-01 +7.372112e-01 +4.639662e+00 +1.189812e+01 +2.251258e+01 +3.648304e+01 +5.380951e+01 +7.449198e+01 +9.853046e+01 
    16     21 +7.824161e+02 +7.116263e+02 +6.441925e+02 +5.801147e+02 +5.193929e+02 +4.620271e+02 +4.080173e+02 +3.573635e+02 +3.100658e+02 +2.661240e+02 +2.255382e+02 +1.883084e+02 +1.544347e+02 +1.239169e+02 +9.675516e+01 +7.294941e+01 +5.249967e+01 +3.540593e+01 +2.166820e+01 +1.128647e+01 +4.260741e+00 +5.910212e-01 +2.773057e-01 +3.319595e+00 +9.717889e+00 +1.947219e+01 +3.258249e+01 +4.904880e+01 +6.887111e+01 +9.204943e+01 
    16     21 +7.846576e+02 +7.137640e+02 +6.462265e+02 +5.820449e+02 +5.212194e+02 +4.637499e+02 +4.096364e+02 +3.588789e+02 +3.114774e+02 +2.674319e+02 +2.267424e+02 +1.894089e+02 +1.554314e+02 +1.248099e+02 +9.754441e+01 +7.363493e+01 +5.308146e+01 +3.588400e+01 +2.204254e+01 +1.155708e+01 +4.427630e+00 +6.541834e-01 +2.367419e-01 +3.175305e+00 +9.469873e+00 +1.912045e+01 +3.212702e+01 +4.848961e+01 +6.820819e+01 +9.128278e+01 
    15     21 +7.334966e+02 +6.650088e+02 +5.998770e+02 +5.381013e+02 +4.796815e+02 +4.246177e+02 +3.729100e+02 +3.245583e+02 +2.795625e+02 +2.379228e+02 +1.996391e+02 +1.647113e+02 +1.331396e+02 +1.049239e+02 +8.006418e+01 +5.856048e+01 +4.041278e+01 +2.562108e+01 +1.418539e+01 +6.105706e+00 +1.382024e+00 +1.434772e-02 +2.002676e+00 +7.347009e+00 +1.604735e+01 +2.810369e+01 +4.351604e+01 +6.228439e+01 +8.440874e+01 +1.098891e+02 
    16     21 +7.686587e+02 +6.985088e+02 +6.317150e+02 +5.682771e+02 +5.081952e+02 +4.514694e+02 +3.980995e+02 +3.480857e+02 +3.014278e+02 +2.581260e+02 +2.181801e+02 +1.815903e+02 +1.483565e+02 +1.184787e+02 +9.195684e+01 +6.879103e+01 +4.898122e+01 +3.252741e+01 +1.942961e+01 +9.687820e+00 +3.302031e+00 +2.722457e-01 +5.984656e-01 +4.280690e+00 +1.131892e+01 +2.171315e+01 +3.546339e+01 +5.256964e+01 +7.303188e+01 +9.685014e+01 
