#pos, discpos, thermindex, ukln
3.203406     15     22 +7.577074e+02 +6.880711e+02 +6.217907e+02 +5.588664e+02 +4.992980e+02 +4.430856e+02 +3.902293e+02 +3.407290e+02 +2.945846e+02 +2.517963e+02 +2.123640e+02 +1.762876e+02 +1.435673e+02 +1.142030e+02 +8.819471e+01 +6.554241e+01 +4.624611e+01 +3.030582e+01 +1.772153e+01 +8.493246e+00 +2.620967e+00 +1.046928e-01 +9.444236e-01 +5.140159e+00 +1.269190e+01 +2.359964e+01 +3.786339e+01 +5.548315e+01 +7.645891e+01 +1.007907e+02 
3.107622     15     22 +7.227467e+02 +6.547749e+02 +5.901592e+02 +5.288995e+02 +4.709958e+02 +4.164482e+02 +3.652565e+02 +3.174208e+02 +2.729411e+02 +2.318174e+02 +1.940498e+02 +1.596381e+02 +1.285824e+02 +1.008828e+02 +7.653915e+01 +5.555150e+01 +3.791987e+01 +2.364423e+01 +1.272460e+01 +5.160980e+00 +9.533602e-01 +1.017455e-01 +2.606136e+00 +8.466530e+00 +1.768293e+01 +3.025533e+01 +4.618374e+01 +6.546816e+01 +8.810858e+01 +1.141050e+02 
3.194493     15     22 +7.544192e+02 +6.849378e+02 +6.188123e+02 +5.560429e+02 +4.966294e+02 +4.405720e+02 +3.878705e+02 +3.385251e+02 +2.925357e+02 +2.499023e+02 +2.106248e+02 +1.747034e+02 +1.421380e+02 +1.129286e+02 +8.707522e+01 +6.457783e+01 +4.543644e+01 +2.965106e+01 +1.722168e+01 +8.148308e+00 +2.430939e+00 +6.957433e-02 +1.064215e+00 +5.414860e+00 +1.312151e+01 +2.418416e+01 +3.860282e+01 +5.637749e+01 +7.750816e+01 +1.019948e+02 
3.278192     16     22 +7.855779e+02 +7.146418e+02 +6.470617e+02 +5.828377e+02 +5.219696e+02 +4.644575e+02 +4.103014e+02 +3.595014e+02 +3.120573e+02 +2.679693e+02 +2.272372e+02 +1.898612e+02 +1.558411e+02 +1.251771e+02 +9.786908e+01 +7.391706e+01 +5.332104e+01 +3.608103e+01 +2.219702e+01 +1.166901e+01 +4.497015e+00 +6.810198e-01 +2.210298e-01 +3.117044e+00 +9.369064e+00 +1.897709e+01 +3.194112e+01 +4.826115e+01 +6.793719e+01 +9.096923e+01 
3.391477     16     22 +8.287549e+02 +7.558500e+02 +6.863011e+02 +6.201082e+02 +5.572713e+02 +4.977904e+02 +4.416655e+02 +3.888967e+02 +3.394838e+02 +2.934269e+02 +2.507260e+02 +2.113812e+02 +1.753923e+02 +1.427595e+02 +1.134826e+02 +8.756177e+01 +6.499693e+01 +4.578809e+01 +2.993526e+01 +1.743843e+01 +8.297613e+00 +2.512797e+00 +8.398591e-02 +1.011179e+00 +5.294377e+00 +1.293358e+01 +2.392879e+01 +3.828000e+01 +5.598722e+01 +7.705044e+01 
3.401967     16     22 +8.328113e+02 +7.597241e+02 +6.899929e+02 +6.236177e+02 +5.605985e+02 +5.009353e+02 +4.446281e+02 +3.916769e+02 +3.420817e+02 +2.958425e+02 +2.529594e+02 +2.134322e+02 +1.772611e+02 +1.444459e+02 +1.149868e+02 +8.888360e+01 +6.613646e+01 +4.674533e+01 +3.071020e+01 +1.803107e+01 +8.707950e+00 +2.740834e+00 +1.297217e-01 +8.746146e-01 +4.975512e+00 +1.243241e+01 +2.324532e+01 +3.741423e+01 +5.493915e+01 +7.582007e+01 
3.418140     16     22 +8.390848e+02 +7.657166e+02 +6.957043e+02 +6.290480e+02 +5.657477e+02 +5.058035e+02 +4.492152e+02 +3.959829e+02 +3.461067e+02 +2.995864e+02 +2.564222e+02 +2.166140e+02 +1.801617e+02 +1.470655e+02 +1.173253e+02 +9.094105e+01 +6.791283e+01 +4.824062e+01 +3.192442e+01 +1.896422e+01 +9.360020e+00 +3.111829e+00 +2.196425e-01 +6.834610e-01 +4.503284e+00 +1.167911e+01 +2.221095e+01 +3.609878e+01 +5.334262e+01 +7.394247e+01 
3.463925     16     22 +8.569730e+02 +7.828090e+02 +7.120010e+02 +6.445490e+02 +5.804530e+02 +5.197130e+02 +4.623290e+02 +4.083010e+02 +3.576290e+02 +3.103131e+02 +2.663531e+02 +2.257491e+02 +1.885012e+02 +1.546092e+02 +1.240733e+02 +9.689334e+01 +7.306940e+01 +5.260147e+01 +3.548954e+01 +2.173361e+01 +1.133369e+01 +4.289777e+00 +6.018662e-01 +2.699602e-01 +3.294059e+00 +9.674162e+00 +1.941027e+01 +3.250238e+01 +4.895050e+01 +6.875462e+01 
3.414063     16     22 +8.375015e+02 +7.642040e+02 +6.942626e+02 +6.276771e+02 +5.644477e+02 +5.045743e+02 +4.480569e+02 +3.948954e+02 +3.450900e+02 +2.986406e+02 +2.555472e+02 +2.158098e+02 +1.794284e+02 +1.464030e+02 +1.167337e+02 +9.042028e+01 +6.746290e+01 +4.786153e+01 +3.161617e+01 +1.872681e+01 +9.193455e+00 +3.016105e+00 +1.947603e-01 +7.294199e-01 +4.620084e+00 +1.186675e+01 +2.246943e+01 +3.642811e+01 +5.374279e+01 +7.441348e+01 
3.437660     16     22 +8.466881e+02 +7.729805e+02 +7.026290e+02 +6.356335e+02 +5.719940e+02 +5.117105e+02 +4.547830e+02 +4.012115e+02 +3.509960e+02 +3.041365e+02 +2.606330e+02 +2.204855e+02 +1.836940e+02 +1.502586e+02 +1.201791e+02 +9.345563e+01 +7.008817e+01 +5.007672e+01 +3.342127e+01 +2.012183e+01 +1.017839e+01 +3.590955e+00 +3.595252e-01 +4.841003e-01 +3.964680e+00 +1.080126e+01 +2.099385e+01 +3.454245e+01 +5.144705e+01 +7.170765e+01 
