 +0.000000e+00 -1.001025e+00 -1.430036e+00 -1.601640e+00 -1.735110e+00
 -0.000000e+00 +2.186502e+00 +3.123575e+00 +3.498404e+00 +3.789937e+00
 -0.000000e+00 +2.938528e+00 +4.197898e+00 +4.701645e+00 +5.093449e+00
 -0.000000e+00 +3.135149e+00 +4.478785e+00 +5.016239e+00 +5.434259e+00
 -0.000000e+00 +2.939487e+00 +4.199267e+00 +4.703179e+00 +5.095110e+00
 -0.000000e+00 +2.494048e+00 +3.562926e+00 +3.990477e+00 +4.323017e+00
 -0.000000e+00 +1.920727e+00 +2.743895e+00 +3.073163e+00 +3.329260e+00
 -0.000000e+00 +1.320801e+00 +1.886859e+00 +2.113282e+00 +2.289389e+00
 -0.000000e+00 +7.749364e-01 +1.107052e+00 +1.239898e+00 +1.343223e+00
 -0.000000e+00 +3.431823e-01 +4.902604e-01 +5.490917e-01 +5.948493e-01
 -0.000000e+00 +6.497500e-02 +9.282143e-02 +1.039600e-01 +1.126233e-01
 +0.000000e+00 -4.086372e-02 -5.837674e-02 -6.538195e-02 -7.083045e-02
 -0.000000e+00 +2.387358e-02 +3.410512e-02 +3.819773e-02 +4.138087e-02
 -0.000000e+00 +2.367801e-01 +3.382573e-01 +3.788481e-01 +4.104188e-01
 -0.000000e+00 +5.548347e-01 +7.926210e-01 +8.877355e-01 +9.617134e-01
 -0.000000e+00 +9.144020e-01 +1.306289e+00 +1.463043e+00 +1.584963e+00
 -0.000000e+00 +1.231232e+00 +1.758903e+00 +1.969972e+00 +2.134136e+00
 -0.000000e+00 +1.400462e+00 +2.000660e+00 +2.240739e+00 +2.427467e+00
 -0.000000e+00 +1.296612e+00 +1.852303e+00 +2.074579e+00 +2.247461e+00
 -0.000000e+00 +7.735907e-01 +1.105130e+00 +1.237745e+00 +1.340890e+00
 +0.000000e+00 -1.640625e+00 -2.343750e+00 -2.625000e+00 -2.843750e+00
